Peilmerknummer,X_RD,Y_RD,Punt_status,Punttype,Omschrijving
000A2570,183626.56,339316.09,ACTUEEL,OM,"60A X=183626.56 Y=339316.09, OM BORN,PUT= JA  KAD= BORN I1274,EIG= MINISTERIE VAN VERKEER EN WATERSTAAT,PLAA= 1980,FUND_D= "
000A2572,243024.99,473859.16,ACTUEEL,OM,"34E X=243024.99 Y=473859.16, OM DELDEN,SLUISSTRAAT 51/53,PUT= JA  ZAK_R= "
000A2574,233834.75,618129.16,ACTUEEL,OM,"3B X=233834.75 Y=618129.16 ROTTUMEROOG,,PUT=JA 0,I.V.M.BOOTVERV, ZIE CONT_P FUND-D= 34.50M ONDER MV "
000A2576,173260,366240,ACTUEEL,OM,"57F X=173260.73 Y=366241.90, OM WEERT PUT=JA  ZAK_R=,FUND-D= ONGEVEER 20M "
000A2578,62287.35,439792.62,VERVALLEN,OM,"37A X=062287.35 Y=439792.62,OM MAASVLAKTE (=R'DAM AACQ27), PUT=      BOVENK.BINNENST.(STEEKT DOOR SCHROEFDOP),PUT_D=     MM, DOP=     MM, MRK=     MM  ZAK_R= "
000A2590,174446.8,563160.9,ACTUEEL,OM,"10F X=174446.80 Y=563160.90,OM SCHARNEGOUTUM,PUT= JA 0, VOORAF MELDEN OPSLAGTERREIN, EVENT. SLEUTEL, ZAK_R= "
000A2592,180091.31,606735.76,ACTUEEL,OM,"2C X=180091.31 Y=606735.76, AMELAND PUT= JA,VOORAF MELDEN BIJ RWS AMELAND ZAK_R= "
000A2594,206455.2,610346.09,ACTUEEL,OM,"X=206455.20 Y=610346.09,SCHIERMONNIKOOG,PUT= JA  ZAK_R= "
000A2596,176069.17,588228.86,ACTUEEL,OM,"X=176069.17 Y=588228.86, VROUWENPAROCHIE,PUT= JA  ZAK_R= "
000A2598,180122.43,533327.15,ACTUEEL,OM,"16C X=180122.43 Y=533327.15, BANT,PUT= JA  ZAK_R= "
000A2600,143902.93,492180.77,ACTUEEL,OM,"26A X=143902.93 Y=492180.77,OM DE BLOCQ VAN KUFFELER,PUT= JA,LELYSTAD, TEL: 0320-297476  ZAK_R= "
000A2604,72297.18,412873.44,ACTUEEL,OM,"43B X=072297.18 Y=412873.44 OUDE TONGE, PUT= JA  ZAK_R=EIGENDOM "
000A2606,162640,390673.98,ACTUEEL,OM,"51E X=162640.11 Y=390673.98 SON,,PUT= JA  RWS TERREIN HEK ZAK_R=EIGENDOM "
000A2608,176668.53,381367.09,VERVALLEN,OM,"51H X=176668.53 Y=381367.09, OM ASTEN PUT= JA,PUT_D= -50MM, DOP= -334MM, MRK= -223MM  ZAK_R= "
000A2610,239159.18,450578.84,ACTUEEL,OM,"34D X=239159.15 Y=450578.84, OM GROENLO,BARKENKAMP(N319) RONDWEG,PUT= JA  ZAK_R= EIGENDOM "
000A2612,93947.21,458560.85,ACTUEEL,OM,"30H X=093947.21 Y=458560.85, ZUIDBUURT PUT= JA  ZAK_R= "
000A2614,62215.33,426948.07,ACTUEEL,OM,"37C X= 062215.33 Y= 426948.06,OM STELLENDAM,PUT= JA,2,3251 LD STELLENDAM, TEL: 0187-497200  STELLENDAM, TEL: 0187-497200,ZAK_R= EIGENDOM "
000A2618,37175,402374,ACTUEEL,OM,"42D  X=037175   Y=402374, NOORD BEVELAND,PUT= JA  ZAK_R= "
000A2619,38843,407071,ACTUEEL,OM,"42D X= 038843.32 Y= 407071.16 , NEELTJE JANS,PUT= JA  ZAK_R= "
000A2620,39883.44,409803.59,ACTUEEL,OM,"42D X=039883.44 Y=409803.59,OM SCHOUWEN DUIVELAND,PUT= JA  ZAK_R= "
000A2621,274070,573580,ACTUEEL,OM,"NAM 13B X=274070 Y=573580, OM DEN HAM PUT= JA,9695 AR BELLINGWOLDE, TEL: 0597-537100  ZAK_R= "
000A2622,222960.52,570087.1,ACTUEEL,OM,"12A X=222960.52 Y=570087.10, OM NORG 3,GEPLAATST DOOR DE NAM.,PUT= JA,ASSEN, TEL: 0592-369111  ZAK_R= "
000A2623,138844,527131,ACTUEEL,OM,"14H X=138844   Y=527131, OM RAIFFEISENLN,PUT= JA  ZAK_R= "
000A2624,224627.33,567758.95,ACTUEEL,OM,"12A X=224627.26 Y=567758.95 NORG NAM,PUT= JA,PUT_D=MV  ZAK_R= "
000A2625,221939.44,565903.41,ACTUEEL,OM,"12A X=221939.28 Y=565903.41 NORG 4 NAM,PUT= JA,9342 PB EEN, TEL: 0592-656273  ZAK_R= "
000A2626,218970.55,566218,ACTUEEL,OM,"11F X=218970.155 Y=566218.043 NORG 5,GEPLAATST DOOR DE NAM.,PUT= JA 0(WEILAND/MAISAKKER) ZAK_R= "
000A2627,226325.88,567101.72,ACTUEEL,OM,"12A X=226325.42 Y=567101.72, LANGELO PUT= JA,9301 AA RODEN, TEL: 050-5027222  ZAK_R= "
000A2628,236185,548290,VERVALLEN,OM,"17B X=236180 Y=548290, OM WESTERBORK 1 PUT= JA,TEL: 0521-595100 0, EERST MELDEN RADIOSTERRENWACHT WESTERBORK ZAK_R= ERFPACHT "
000A2629,224994.07,512824.56,ACTUEEL,OM,"22A X=224994.07 Y=512824.56,OM DEDEMSVAART,PUT= JA  ZAK_R= "
000A2630,122246,520762,ACTUEEL,OM,"19E X=122246.36 Y=520762.35,OM DR LOHMANSTR,,PUT= JA  ZAK_R= "
000A2631,238460,537810,ACTUEEL,GT,"17B X=238460 Y=537810  GARMINGE,,PUT= JA  ZAK_R= "
000A2632,216188.18,588662.32,ACTUEEL,OM,"NAM 6F X=216188.18 Y=588662.32  GRIJPSKERK,,PUT= JA  ZAK_R= "
000A2633,219111.24,589086.87,ACTUEEL,OM,"6F X=219111.24 Y=589086.87,,OM HEEREBUREN,PUT= JA  ZAK_R= "
000A2634,225042.92,584904.33,ACTUEEL,OM,"7C X=225042.92 Y=584904.33,OM ZUIDHORN,PUT= JA  ZAK_R= "
000A2635,170237.09,492863.72,ACTUEEL,OM,"26F X= 170237.09 Y= 492863.72 BIDDINGHUIZEN,PUT= JA  ZAK_R= RECHT VAN OPSTAL "
000A2636,207012.52,522906.89,ACTUEEL,OM,"21E X=207012.52 Y=522906.89: OM MEPPEL, PUT= JA"
000A2637,134054,396207,ACTUEEL,OM,"50F  X= 134053.798 Y= 396206.667, OM TILBURG,PUT= JA  ZAK_R= RECHT VAN OPSTAL "
000A2638,203590,407346,ACTUEEL,OM,"46G X= 203590.72 Y= 407346.08, SIEBENGEWALD PUT= JA  ZAK_R= "
000A2639,88972.4,472147.14,ACTUEEL,OM,30E X= 88972.40 Y= 472147.14 OM NOORDWIJK PUT= JA  ZAK_R= RECHT VAN OPSTAL 
000A2640,132608,519636,ACTUEEL,OM,"19F X=132608.40 Y=519635.90, KLOKKETUIN,PUT= JA  ZAK_R= "
000A2641,133533,519648,ACTUEEL,OM,"19F X=133533.00 Y=519647.80, OM ZWAAG PUT= JA  ZAK_R= "
000A2642,134806.6,519269.1,ACTUEEL,OM,"19F X=134806.60 Y=519269.10,OM WESTERBLOKKER,PUT= JA  ZAK_R= "
000A2643,135880,519565,VERVALLEN,OM,"19F X=135880.50 Y=519565.00,OM OOSTERBLOKKER,PUT= JA  ZAK_R= "
000A2644,132184,518715,VERVALLEN,OM,"19F X=132184.00 Y=518715.00, KOPERSLAGER,PUT= JA  ZAK_R= "
000A2645,133097.8,518824.7,ACTUEEL,OM,"19F X=133097.80 Y=518824.70, KAROS,PUT= JA  ZAK_R= "
000A2646,133650,518258,ACTUEEL,OM,"19F X=133649.90 Y=518257.50, ROTIUSSTR  PUT= JA  ZAK_R= "
000A2647,130207,516594,VERVALLEN,OM,"19F 130206.70 Y=516594.50, VERFMOLEN,PUT= JA  ZAK_R= "
000A2648,130935.3,517054,ACTUEEL,OM,"19F X=130935.30 Y=517054.00, GROTE WAAL,PUT= JA  ZAK_R= "
000A2649,131642,517249,ACTUEEL,OM,"19F X=131641.50 Y=517249.30, GROTE WAAL,PUT= JA  ZAK_R= "
000A2650,132558,517304,ACTUEEL,OM,"19F X=132558.20 Y=517304.00,OM DOELENPLEIN,,PUT= JA,PUT_DEJK=MV,CONT_P  ZAK_R= "
000A2651,133103,516716,ACTUEEL,OM,"19F X=133103.40 Y=516715.50, OM VENIDSE,PUT= JA  KAD=,EIG=,PLAA= 1990,FUND_D=24.81M ONDER NAP "
000A2652,133228,517401.5,ACTUEEL,OM,"19F X=133227.60 Y=517401.50,OM VENENLAANKWARTIER,PUT= JA  KAD=,EIG=,PLAA= 1990,FUND_D=19.76M ONDER NAP "
000A2653,135420,516796,ACTUEEL,OM,"19F X=135420.50 Y=516796.10,OM INDUSTRIE GEBIED HN 80,,PUT= JA  KAD=,EIG=,PLAA= 1990,FUND_D=30.22M ONDER NAP "
000A2654,193290,362310,ACTUEEL,OM,"58D X= 193290  Y= 362310, OM HAELEN,PUT= JA  ZAK_R= RECHT VAN OPSTAL "
000A2655,23087.46,366105.13,ACTUEEL,OM,"54A X= 23087.46 Y= 366105.13,SINT KRUIS,PUT= JA  ZAK_R= RECHT VAN OPSTAL "
000A2656,137112,516350,VERVALLEN,OM,"19F X=137112 Y=516350, OM DE DREGT,PUT= JA  ZAK_R= "
000A2657,139571.72,516386.15,ACTUEEL,OM,"19F X=139571.72 Y=516386.15, OM T/O RAADHUISSTR 28,PUT= JA  ZAK_R= "
000A2658,121030,510880,VERVALLEN,OM,"19G X=121025,576 Y=510883,048 WESTDKPUT=,VAN BAAR, WESTDK 19, 1463 PA,NOORDBEEMSTER, TEL: 0299-690292 1PUT_DEK=MV- 0.1MCONT_P= N.G. ZAK_R= "
000A2659,180000,460570,ACTUEEL,OM,"32H  X= 179997.7  Y= 460568.62, HARSKAMP,PUT= JA  ZAK_R= "
000A2660,103085,514430,VERVALLEN,OM,"19A X= 103080 Y= 514430, EGMOND AAN ZEE,PUT= JA  ZAK_R= RECHT VAN OPSTAL "
000A2661,128730,509798,VERVALLEN,OM,"19G X=128730 Y=509798, TUNNELPAD,PUT=JA  ZAK_R= "
000A2662,241427.82,513543.2,ACTUEEL,OM,"22E X= 241427.82 Y= 513543.20,OM GRAMSBERGEN,PUT= JA  ZAK_R= EIGENDOM "
000A2663,229031,439320,ACTUEEL,OM,"41A X= 229031.66 Y= 439420.57 OM VARSSEVELD,PUT= JA  ZAK_R= RECHT VAN OPSTAL "
000A2664,110931,455491,ACTUEEL,OM,"31D X= 110931.939 Y= 455491,151 OM BODEGRAVEN PUT= JA  ZAK_R= "
000A2665,215907.1,555062.6,ACTUEEL,OM,"11H X=215907.10 Y=555062.60, OM OOSTERWOLDE, PUT= JA "
000A2666,125394,502188,ACTUEEL,OM,"19G X=125393,566 Y=502187,621 OM WOLTHUISSING,PUT= JA  ZAK_R= "
000A2667,189571.8,586452.1,ACTUEEL,OM,"6C X=189571.80 Y=586452.10, OM OUDKERK,PUT= JA  ZAK_R= "
000A2668,122740,488539,ACTUEEL,OM,"25E X=122739.547 Y= 488538.814, SPREEUWENPARK,PUT=JA  ZAK_R= "
000A2669,130594.16,508669.88,ACTUEEL,OM,"19H X=130594.16 Y=508669.88 OM WARDER,PUT= JA  ZAK_R= "
000A2670,131624.79,502901.75,ACTUEEL,OM,"19H X=131624.794 Y=502901.747 OM NIJVERHEIDSSTR,PUT= JA  ZAK_R= "
000A2671,132830,502870,ACTUEEL,OM,"19H X=132830 Y=502870,OM SPORTTERREIN E.V.C.,PUT= JA  ZAK_R=,FUND_D 18.189M ONDER NAP "
000A2672,236950.19,548182.63,ACTUEEL,OM,"17B X=236950.19 Y=548182.63,OM WESTERBORK PUT= JA 0, MELDEN TEL: 0593-592421 ZAK_R= "
000A2673,196271.17,599944.67,ACTUEEL,OM,"6B X=196271.17 Y=599944.67, OM WIERUM,PUT= JA  ZAK_R= "
000A2674,133420,501650,ACTUEEL,OM,"19H X=133420 Y=501650, OM LELIESTR,PUT= JA  ZAK_R= "
000A2675,134340,502100,ACTUEEL,OM,"19H X=134340 Y=502100, OM VOLENDAM/EDAM,PUT= JA  ZAK_R= "
000A2676,133236,500890,ACTUEEL,OM,"19H X=133235,616 Y=500890,221 OM VOETBALSTADION,PUT= JA  ZAK_R= "
000A2677,199599.87,599034.41,ACTUEEL,OM,"6B X=199599.87 Y=599034.41,,OM OOSTERNIJKERK,PUT= JA,PUT_D=MV  ZAK_R= "
000A2678,147350,525290,VERVALLEN,OM,"15C X= 147350 Y= 525290, KERKELAND,PUT= JA  ZAK_R= "
000A2679,201714.48,595271.22,ACTUEEL,OM,"6E X=201714.48 Y=595271.22, OM EE,PUT= JA  ZAK_R= "
000A2680,204204.31,599654.45,ACTUEEL,OM,"6E X=204204.31  Y=599654.45, OM ANJUM, PUT= JA  ZAK_R="
000A2681,204911,595675.62,ACTUEEL,OM,"NAM 6E X=204911.01 Y=595675.62,,OM EE NOORD,PUT= JA  ZAK_R=,FUND-D=48.00 M ONDER MV "
000A2682,142700,523440,VERVALLEN,OM,"20A  X= 142700  Y= 523440, OM FRESIALN,PUT= JA  ZAK_R=,FUND-D= 33.91 M ONDER NAP "
000A2683,214919.01,594118.51,ACTUEEL,OM,"6F X=214919.01 Y=594118.51, OM MUNNEKEZIJL, PUT= JA  ZAK_R=, FUND-D= 31.00M ONDER MV"
000A2684,216213.96,597528.64,ACTUEEL,OM,"6F X=216213.96 Y=597528.64, OM ULRUM, PUT=JA, PUT_DEK=MV, CONT_P= ZAK_R="
000A2685,220589.74,595166.77,ACTUEEL,OM,"7A X=220589.74 Y=595166.77, OM ZUURDIJK,PUT= JA  ZAK_R= "
000A2686,201441,601648.74,ACTUEEL,OM,"2G X=201441.16 Y=601648.74, OM PAESENS,PUT= JA  ZAK_R= "
000A2687,207457.4,592589.97,ACTUEEL,OM,"6E X=207457.40 Y=592589.97,,OM KOLLUMERPOMP,PUT= JA  ZAK_R= "
000A2688,216145.96,601038.44,ACTUEEL,OM,"2H X=216145.96 Y=601038.44, OM DE MARNE,PUT= JA  ZAK_R= "
000A2689,211540,600330,ACTUEEL,OM,"2H X=211540 Y=600330, OM DE MARNEWAARD, PUT= JA  ZAK_R="
000A2690,145033,522379,ACTUEEL,OM,"20A  X= 145032.52   Y= 522378.85,OM HERTOG ALBRECHTSTR,PUT= JA  ZAK_R= "
000A2691,205058.05,602122.58,ACTUEEL,OM,"2G X=205058.05 Y=602122.58, OM DONGERADEEL, PUT= JA  ZAK_R="
000A2692,147800,523253.15,ACTUEEL,OM,"2OA X= 147800.37  Y= 523253.15,OM FLEVOLN,PUT= JA  ZAK_R= "
000A2693,217964.82,596107.37,ACTUEEL,OM,"6F X=217964.82 Y=596107.37, OM NIEKERK, PUT= JA  ZAK_R="
000A2694,212915.03,592666.77,ACTUEEL,OM,"6F X=212915.03 Y=592666.77,OM NIEUW KRUISLAND,PUT= JA  ZAK_R= "
000A2695,236180,548290,ACTUEEL,OM,"17B X=236184.61 Y=548292.59, OM WESTERBORK,PUT= JA,WESTERBORK TEL: 0521-595100  EERST MELDEN RADIOSTERRENWACHT ZAK_R= ERFPACHT "
000A2696,178862.1,511616.27,ACTUEEL,OM,"20H X=178862.10 Y=511616.27, OM IJSSELOOG,PUT=JA  FUND-D= 38.00 M ONDER MV "
000A2697,145123.22,521212.61,ACTUEEL,OM,"20A X=145123.22 Y=521212.61,OM OOSTERGOUW,PUT= JA  ZAK_R= "
000A2698,142050,516920,VERVALLEN,OM,"20A X=142050 Y=516915, OM LEEKERWG 8,PUT= JA  ZAK_R= "
000A2699,103076.38,514453.91,ACTUEEL,OM,"19A X= 103076.38 Y= 514453.91,OM EGMOND AAN ZEE,PUT= JA,OM IS DE MET 1 METER VERLENGDE 0A2660  ZAK_R= RECHT VAN OPSTAL"
000A2704,121820,492587,ACTUEEL,OM,"25E X=121819.389 Y=492587.247,OM JACOB HONIGSTR,PUT= JA  ZAK_R=,FUND-D= 22.523 ONDER NAP "
000A2709,131045,496500,ACTUEEL,OM,"25F X=131045 Y=496500, OM MARIJKESTR,PUT= JA  ZAK_R= "
000A2710,131712,496484,ACTUEEL,OM,"25F X=131712.298 Y=496483.699,OM CORNELIS DIRKSLN BIJ FLAT,PUT=JA  ZAK_R= "
000A2711,136238,497334,ACTUEEL,OM,"25F X=136238.171 Y=497333.541,OM IJSSELMEERWG 32,PUT= JA  ZAK_R= "
000A2712,136005,497055,VERVALLEN,OM,"25F X=136005 Y=497055,OM NABIJ BIBLIOTHEEK,PUT= JA  ZAK_R= "
000A2713,131907,494737,ACTUEEL,OM,"25F X=131907.244 Y=494737.321,OM MONNICKENDAM,PUT= JA  ZAK_R=,FUND-D=26.576 ONDER NAP "
000A2720,144223,487369,VERVALLEN,OM,"26C X=144223 Y=487369,OM ALMERE STAD (OOST),PUT= JA  ZAK_R= "
000A2722,144113.3,483795.58,VERVALLEN,OM,"26C X=144113.298 Y=483795.58,OM ALMERE HAVEN (OOST),PUT= JA 0(SLEUTEL NODIG) ZAK_R=,FUND-D= 30.619M ONDER NAP "
000A2730,220625.85,600511.75,ACTUEEL,OM,"3C X=220625.85 Y=600511.75,OM KRUISWEG, NABIJ VAN MECKEMASTRAAT 1,DYWIDAG-STAAF,PUT= JA  9977 PH KRUISWEG, TEL: 0595-481651,ZAK_R=,PUND_D= 27.50 ONDER MV "
000A2732,145834.93,585014.94,ACTUEEL,OM,"5C X=145834.93 Y=585014.94,OM GRIEND,,PUT= JA  REGIO FRIESLAND, TESSELSCHADESTR 7, 8913 HA LEEUWARDEN,ZAK_R= RECHT VAN ERFPACHT "
000A2734,195156.6,519106.48,ACTUEEL,OM,"21B X=195156.54 519106.25, OM KADOELEN,PUT= JA  ZAK_R= "
000A2740,103670,411938.66,ACTUEEL,OM,"44C X=103670.01 Y=411938.66,OM MOERDIJK,PUT= JA 0(SLEUTEL BIJ CONT_P) FUND-D= 19.5M ONDER MV "
000A2744,110077.08,494303.79,ACTUEEL,OM,"25B X=110077.08 Y=494303.79,OM BUITENHUIZEN,PUT= JA 0, SLEUTEL BIJ KNT VEERDIENST OF OP PONT ZAK_R= "
000A2746,124453.21,462798.4,ACTUEEL,OM,"31E X=124453.21 Y=462798.40,OM KOCKENGEN  PUNT 1.20M ONDER MV!!,PUT= JA  ZAK_R= "
000A2748,159809.1,577386.8,ACTUEEL,OM,"5D X= 159809,1  Y= 577386,8,OM FRANEKER,PUT= JA 0, EERST MELDEN ZAK_R= "
000A2750,162134.66,578334.42,ACTUEEL,OM,"5G X= 162134.66  Y= 578334.42,OM FRANEKER,PUT= JA  ZAK_R= "
000A2752,162390,577247,ACTUEEL,OM,"5G  X= 162390   Y= 577247,OM FRANEKER,PUT = JA  ZAK_R= "
000A2754,164031.19,578256.33,ACTUEEL,OM,"5G  X= 164031.19  Y= 578256.33,OM FRANEKER,PUT= JA,2591 XR DEN HAAG, TEL: 070-3395449  ZAK_R= "
000A2756,165150,576640,ACTUEEL,OM,"5G X= 165150  Y= 576640,OM FRANEKER,PUT= JA  ZAK_R= "
000A2758,168337.37,577144.02,ACTUEEL,OM,"5G  X= 168337.37 Y= 577144.02,OM FRANEKER,PUT= JA  ZAK_R= "
000A2760,169320,578650,ACTUEEL,OM,"5G X= 169320   Y= 578650 0M FRANEKER,,PUT= JA,8911 KZ LEEUWARDEN, TEL: 058-2925925  ZAK_R=EIGENDOM "
000A2761,163340,578320,ACTUEEL,OM,"5G X=163340.18,  Y=578320.36,EIND VAN DE WEG 'LEANE',NABIJ HERBAIJUM IN FRIESLAND,PUT= JA  PLAA= 2008,FUND_D= 30.15M ONDER MV "
000A2786,119168.46,492614.87,ACTUEEL,OM,"25B X=119168.46 Y=492614.87,OM2 COENTUNNEL/ZIJKANAAL H,PUT= JA  ZAK_R= "
000A2788,122389.09,492693.84,ACTUEEL,OM,"25E X=122389.09 Y=492693.84,OM2 COENTUNNEL/KADOELENWEG,PUT= JA  ZAK_R= "
000A2790,120081,492169.38,ACTUEEL,OM,"25E X=120081.09 Y=492169.38,OM2 COENTUNNEL/MOBIL,PUT= JA  ZAK_R= "
000A2792,118787.56,491243.82,ACTUEEL,OM,"25B X=118787.56 Y=491243.82,OM2 COENTUNNEL,PUT= JA  ZAK_R= "
000A2794,120110,489771.95,VERVALLEN,OM,"25E X=120109.78 Y=489771.95,OM2 COENTUNNEL/HAPARANDAWEG,PUT= JA  ZAK_R= "
000A2795,131458,495847,ACTUEEL,OM,"25F X=131458.900 Y=495847.123 OM TRINTEL 15,PUT= JA  ZAK_R= "
000A2796,132850,518140,ACTUEEL,OM,"19F X=132846.00 Y=518135.40,OM VREDENHOFSTR,PUT= JA  ZAK_R= "
000A2797,137992.59,519505.59,ACTUEEL,OM,"19F  X= 137992.595  Y= 519505.591,OM HET ZITTEND,PUT= JA  ZAK_R= "
000A2798,131790,519550,ACTUEEL,OM,"19F X=131791.10 Y=519549.30 OM IN RAND BEPLANTING T/O OSSENWEIDE NR 11,OM RISDAM-NOORD,PUT= JA  ZAK_R= "
000A2799,131982.6,517826.2,VERVALLEN,OM,"19F X=131982.60 Y=517826.20,OM PELMOLENPAD PARKEERPLAATS,PUT= JA  ZAK_R= "
000A2800,134134,517503.5,ACTUEEL,OM,"19F X=134134.00 Y=517503.50,OM WILLEMSWG/HOLENWG,PUT= JA  ZAK_R= "
000A2801,135312.9,517474.9,ACTUEEL,OM,"19F X=135312.90 Y=517474.90,OM INDUSTRIEGEBIED HN-80-NOORD,PUT= JA  ZAK_R= "
000A2802,134474.06,518394.81,ACTUEEL,OM,"19F X=134474.06 Y=518394.81,OM SPORTHAL 'DE KERS',PUT= JA  ZAK_R= "
000A2803,134194.18,518969.22,ACTUEEL,OM,"19F X=134194.18 Y=518969.22,OM KLOOSTERHOUT,PUT= JA  ZAK_R= "
000A2804,134307.5,519904.3,ACTUEEL,OM,"19F X=134307.50 Y=519904.30,OM BANGAERDE FRUITLN,PUT= JA  ZAK_R= "
000A2805,132241,520192.5,ACTUEEL,OM,"19F X=132241.00 Y=520192.50,OM RISDAM-NOORD,PUT= JA  ZAK_R= "
000A2812,64240,440270,ACTUEEL,OM,"37A X=064240	Y=440270,OM MAASVLAKTE,PUT= JA  TERREIN GASUNIE MAASVLAKTE ZAK_R= "
000A2814,105835.17,495023.96,ACTUEEL,OM,"25A X=105835.17 Y=495023.96,OM ZZ WIJKERTUNNEL,PUT= JA  ZAK_R= "
000A2816,105336.48,497246.27,VERVALLEN,OM,"25A X=105336.48 Y=497246.27,OM ZZ WIJKERTUNNEL,PUT= JA  ZAK_R= "
000A2818,107203.3,496519.83,ACTUEEL,OM,"25A X=107203.30 Y=496519.83,OM NZ WIJKERTUNNEL,PUT= JA,2001 BA HAARLEM  ZAK_R= "
000A2820,106131.2,498947.35,VERVALLEN,OM,"25A X=106131.20 Y=498947.35,OM NZ WIJKERTUNNEL,PUT= JA,SLUIZEN, SCHEPENMAKERSDIJK 16 1135 AG,EDAM, TEL: 0299-391391  ZAK_R= "
000A2822,184446.7,566469.2,ACTUEEL,OM,"11A  X= 184446.70  Y= 566469.20,OM GROUW,PUT= JA  ZAK_R= "
000A2826,125281.21,529711.71,ACTUEEL,OM,"14G X=125281.21 Y=529711.71,OM HOOGWOUD'89,PUT= JA  ZAK_R= "
000A2828,112410,480161.29,ACTUEEL,OM,"25D X=112409.94 Y=480161.29,OM SCHIPHOL BIJ PARKEERGARAGE,PUT= JA  ZAK_R= "
000A2830,112377.77,480074.76,ACTUEEL,OM,"25D X=112377.77 Y=480074.76,OM SCHIPHOL IN GRAS NAAST PARKEERGARAGE,PUT= JA  ZAK_R= "
000A2832,135110.63,495713.61,ACTUEEL,OM,"25F X=135110.63 Y=495713.61,OM MARKEN,PUT= JA  ZAK_R= "
000A2834,205475,395761,ACTUEEL,OM,"52E   X= 205475.64   Y= 395761.20,OM WELLERLOOI LANGS RW VENLO/NIJMEGEN,TUSSEN HMP 93.8-93.7,PUT= JA  ZAK_R= "
000A2836,79668.43,435222.5,ACTUEEL,OM,"NAM 37D X=079668.43 Y=435222.50,OM MAASSLUISEDIJK,PUT= JA  ZAK_R= "
000A2838,81850,435430,ACTUEEL,OM,"NAM 37G X=081854.79 Y=435427.77,OM INDUSTRIEWEG,PUT= JA  ZAK_R= "
000A2840,83369.66,436895.14,ACTUEEL,OM,"NAM 37G X=083369.66 Y=436895.14,OM EMAUSSTR,PUT= JA  ZAK_R= "
000A2842,84890,435386.1,ACTUEEL,OM,"NAM 37G X=084890.23 Y=435386.10,OM BENELUXTUNNEL,PUT= JA  ZAK_R= "
000A2850,84821,434116,ACTUEEL,OM,"NAM 37G X=084821.19 Y=434116.23,OM NAM LOKATIE PERNIS WEST 1,PUT= JA  ZAK_R= "
000A2856,87500,432210,VERVALLEN,OM,"NAM 37G X=087499.04 Y=432205.29 OM,EENHAVEN,ECT TERREIN GEMEENTE,ROTTERDAMPUT= JAPUTDEK= MV  ZAK_R= "
000A2864,156422.12,558842.97,ACTUEEL,OM,"10D X=156422.12 Y=558842.97,OM GAAST,PUT= JA  ZAK_R= "
000A2866,121778,485720,ACTUEEL,OM,"25G X= 121777.561    Y= 485720.262,OM NED. BANK A'DAM BET PAAL MET MESSING BOUT PLUS DOP,PUT= JA  ZAK_R= "
000A2868,112263,381141,ACTUEEL,OM,"50D X=112263,43 Y=381141,06,OM CASTELRE,PUT= JA  ZAK_R= "
000A2869,189195.58,337872,ACTUEEL,OM,"60A X=189195.58 Y=337872.00,OM NIEUWSTADT,PUT= JA  ZAK_R= "
000A2873,98623,497200,ACTUEEL,OM,"24F X=098622.604 Y=497200.485          OM IJMUIDEN,PUT= JA  ZAK_R= "
000A2876,243176.75,551019.61,ACTUEEL,OM,"X= 243176.75 Y= 551019.61,OM GROLLOO  TIENMAATSWEG,PUT= JA  ZAK_R= "
000A2877,237579.7,527658.36,ACTUEEL,OM,"X= 237579.70 Y= 527658.36,OM GEESBURG  LUCHIESWEG,PUT=JA  ZAK_R= "
000A2878,242057,533123.83,ACTUEEL,OM,"X= 242057.09 Y= 533123.83,OM MEPPEN,PUT= JA,PUTDEK= MV  ZAK_R= "
000A2879,230253.5,529384.09,ACTUEEL,OM,"X= 230253.50 Y= 529384.09,OM STUIFZAND  BRANDLIGTSDIJK 12,PUT= JA  ZAK_R= "
000A2884,210463.68,545588.92,ACTUEEL,OM,"BOSCHOORDWEG TE BOIJL GPS 210463.68, 545588.92"
000A2885,203653.18,543985.06,ACTUEEL,OM,"VINKEGAVAARTWEG TE DE HOEVE GPS COORD 203653.18, 543985.06"
000A2886,204752.99,541488.76,ACTUEEL,PM,"WESTVIERDEPARTEN VINKEGA GPS COORD 204752.99, 541488.76"
000A2887,244772,570808,ACTUEEL,OM,"SEMWEG TE DE GROEVE  X=244772.07 Y=570808.45  FUND_D= 10.00M ONDER MV,PLAA= 2012,EIG= NEDMAG "
000A2888,251684.23,571444.36,ACTUEEL,OM,"NEDMAGWEG TE BORGERCOMPAGNIE,X= 251684.23 Y= 571444.36  PLAA= 2012,FUND_D= 6.40M ONDER MV,EIG= NEDMAG "
000A2889,195066.53,554326.18,ACTUEEL,OM,X=195066.53 Y=554326.18 OM LANGEZWAAG 
000A2890,248856,472997,ACTUEEL,OM,"X= 2488555.15 Y= 472997.60,OUDE MEULENWEG/HAAKSBERGERSTRAAT,HENGELO NABIJ TRAFO,PUT= JA  EIG= AKZO NOBEL INDUSTRIAL CHEMICALS BV,KAD= GEMEENTE HENGELO,PLAA= 2013,FUND_D= 7.00M ONDER MV "
000A2892,184472,465104,ACTUEEL,OM,"RADIO KOOTWIJK ACHTER DE KATHEDRAAL,X 184471.71  Y=465103.98,PUT=JA  EIG=STAATSBOSBEHEER,PLAA=20121212,FUND_D=4.50 ONDER MV "
000A2894,163230,581410,ACTUEEL,OM,"X = 163241.15  Y = 581412.02,BEINTSEMIEDLEANE TE SEXBIERUM "
